,STATUS,cEXT,cNEU,cAGR,cCON,cOPN
1669,"excited going sark! as, whilst worked exactly long wait, knows going soon!",1,0,1,0,1
1670,stung bee great discomfort,1,0,1,0,1
1671,"""twist it, shake it, shake it, shake it, shake it, baby..""",1,0,1,0,1
1672,working away like worker ant (proverbs 30:24-25confusion caps lock on!,1,0,1,0,1
1673,regretting eating much chocolate feeling tad ill...,1,0,1,0,1
1674,missing *propname*,1,0,1,0,1
1675,used every piece loo roll one roll (obviously one sittingconfusion first time ever!,1,0,1,0,1
1676,finished,1,0,1,0,1
1677,went 4 mile run even though walked little bit pleased himself!,1,0,1,0,1
1678,whoops... bought everything needed cooked breakfast tomorrow morning accidently ate lunch... :s,1,0,1,0,1
1679,cooked breakfast morning! mmm!,1,0,1,0,1
1680,making soup!,1,0,1,0,1
1681,alive!,1,0,1,0,1
1682,knows burning smell best sign good cooking thus going turn heat,1,0,1,0,1
1683,happy saw lot friends stafford saturday night made big bonfire!,1,0,1,0,1
1684,thinks cold go shorts t-shirt going running anyway!,1,0,1,0,1
1685,"soup: verdict type: vegetable appearance: fantastic texture: good taste: poor overall: edible pleasant summary: great soup looking at, full colour, healthy vegetables creaminess! hungry make soup feel good! however, eating thing, soup avoided. soup left 3 meals - takers? p&p pay! enjoy!",1,0,1,0,1
1686,found tell roughly canal accents people say hello!,1,0,1,0,1
1687,attended first parish council meeting!,1,0,1,0,1
1688,regrets might dispose pumpkin (*propnamewink smirk becoming little furry wonders giving quick shave might job,1,0,1,0,1
1689,graduate,1,0,1,0,1
1690,huge pile washing!,1,0,1,0,1
1691,social interview ask questions... feel left out. frown sad andry pouting,1,0,1,0,1
1692,outside yet today going post letter one lucky recipient!,1,0,1,0,1
1693,anyone else feel mood abba sing along session?,1,0,1,0,1
1694,missing katie,1,0,1,0,1
1695,realised around 5 last night nothing offer trick-or-treaters made toffee... nobody came.,1,0,1,0,1
1696,soon become member con club!! whoop!,1,0,1,0,1
1697,longer huge pile washing,1,0,1,0,1
1698,know anyone is!,1,0,1,0,1
1699,"busy morning! plumber, cleaner dog walker gardener around time!",1,0,1,0,1
1700,wondering much tiffin cake needs eat get one five day fruit portions,1,0,1,0,1
1701,thinks 3d glasses make world little bit fun!,1,0,1,0,1
1702,last night went conference police asking us pray them. let us pray police communities. god moves people pray.,1,0,1,0,1
1703,apologises appears shouting talking loudly people moment. getting used talking someone hard hearing keeps forgetting talk normally people.,1,0,1,0,1
1704,wants know anyone borrowed elf costume,1,0,1,0,1
1705,talking *propname* laughing big grin laugh glasses,1,0,1,0,1
1706,practice shepherd,1,0,1,0,1
1707,put hold enjoying (dancing toconfusion music! laughing big grin laugh glasses,1,0,1,0,1
1708,moving yet wood!,1,0,1,0,1
1709,yaaaaaaaaaaaaaaaaaaaaay snooooooooooooooow!,1,0,1,0,1
1710,may slipped ice thinks got away making look like break dancing...,1,0,1,0,1
1711,heading home christmas!,1,0,1,0,1
1712,may eaten many sweets today...,1,0,1,0,1
1713,fighting make table football semis,1,0,1,0,1
1714,finds highly amusing currently bringing milk inside warm fridge!,1,0,1,0,1
1715,start wrapping christmas presents!,1,0,1,0,1
1716,longer talking *propname* - bad way. impractical expensive talk phone continuously needed things.,1,0,1,0,1
1717,"writing, 2 chapters homework, bed. loveline ?",0,1,1,0,1
1718,"mind confusing, scary.",0,1,1,0,1
1719,just....i without family...friends. anybody ?,0,1,1,0,1
1720,"getting together map, snacks, music, up-all-night accessories hollywood. starting driving 4 am.",0,1,1,0,1
1721,"loveline, pills, kitty. best combo ever. night.",0,1,1,0,1
1722,"fucking hell, grrrr....",0,1,1,0,1
1723,"gah, head's pounding. wish much pain. makes pills much tempting...",0,1,1,0,1
1724,"okay, different plans friday night la ? *propname*...?",0,1,1,0,1
1725,people say pain controlled mind. agree people. mean admire though.,0,1,1,0,1
1726,"doctors seem want sit out. wheelchair...no fucking way. would rather walk street tears streaming, benched....which, unfortunately, far off.",0,1,1,0,1
1727,"well anyway, fuck it. going die young happy. rather healthy old.",0,1,1,0,1
1728,"going 83 degree today ! coffee, sunshine, sweet email friend. day started love, continuing, end love.",0,1,1,0,1
1729,home...finally. sooooo tired...going get couple hours work starts again.,0,1,1,0,1
1730,"alright, recharged were. night dark dreams; miracle worker too.",0,1,1,0,1
1731,easy read; like !,0,1,1,0,1
1732,sleeeeeeeeeep......,0,1,1,0,1
1733,"find enjoying tiny poetry.  as: rain- ears hear drip, drop, splash scream, laugh, live make hard cliche. pile dreams,  like power lines sky. raining ?",0,1,1,0,1
1734,"tired, must sleep. long week ahead, weekend. friday longer day off. sore over, asked it. cig, loveline, sleep...smile, love, remember.",0,1,1,0,1
1735,"today much needed day !! back fake smile tomorrow, rejuvinated friends tonight.",0,1,1,0,1
1736,"moments like wish worked walmart. hate rape. good counseling ""victims"". especially parental perpetrator. way world ? reality ?",0,1,1,0,1
1737,"blah ! work lots, need money. worth really. loosing happiness !!",0,1,1,0,1
1738,"sore throat starting out. tempted gargle vodka, must get work done.",0,1,1,0,1
1739,"frustrated beyond hell, blog helping.",0,1,1,0,1
1740,"""i high, down, head clouds hands ground. """,0,1,1,0,1
1741,think would dead without heating pad. completely serious.,0,1,1,0,1
1742,"know mind moment. fleeting; emotion. tired, sleep. like *propname* says, shotgun leaves messed wall.  ah well. random thoughts. better go bed crap goes deeper.",0,1,1,0,1
1743,"gah, headache. okay body's failing me; going put work 'til tomorrow take care now. ice cream, giant sweater, warm bed...i comin'.",0,1,1,0,1
1744,"okay, people, seriously...""lol"" blood annoying use every line.",0,1,1,0,1
1745,"fuck. okay, file another tragic story box mind dealt longer heart. wonder much longer take...not long now.",0,1,1,0,1
1746,"okay, good positivity right now. work ""hat"". sue me.",0,1,1,0,1
1747,ah coffee....makes world go 'round.,0,1,1,0,1
1748,"feel emptied out; please rain me...darkness light, come fill up.",0,1,1,0,1
1749,"okay, must sleep. must work mere hours...ah kidding ? sleep. eat. smoke...and work. love.",0,1,1,0,1
1750,"got new iphone 3gs. ask how, tell you. thank you.",0,1,1,0,1
1751,"""i like chicken fried, cold beer friday night, pair jeans fit right, radio !""",0,1,1,0,1
1752,"qtsadness ""'flower' usually refers vulva general, virginity 'cherry popping' kids would say."" hahahaha",0,1,1,0,1
1753,"""little red bird chair, waiting crumbs fall. daddy said, 'get job'. well see, daddy, good catching crumbs ?""",0,1,1,0,1
1754,aggrevated let someone else take really happy hurt depressed. change reaction one loveful me.,0,1,1,0,1
1755,need asleep. get in....5 hrs ? idea really. ?,0,1,1,0,1
1756,"""for moment love everything see think feel...""",0,1,1,0,1
1757,"""walking river i...reach hands cup sky. runs arms...a bitter blue. turn red, gashes grew."" god, song...every word raw honest.",0,1,1,0,1
1758,make myself. love. am.,0,1,1,0,1
1759,wish nyc seeing *propname* tomorrow night....,0,1,1,0,1
1760,"need go back live food diet. 90% like before, bet could 75% without losing much weight..",0,1,1,0,1
1761,ugly here. sparks...moments. love.,0,1,1,0,1
1762,guess depends mood...why meds damn good ?,0,1,1,0,1
1763,"""i believe love. heart keeps turning down. believe love, think fine.""",0,1,1,0,1
1764,"always want blog magical valve. turn on, write, healed. never though. still hurt, feel raw now. long stay emotion deny...i alright.",0,1,1,0,1
1765,fucking musicians. fuck musicians...,0,1,1,0,1
1766,happy face smiley,0,1,1,0,1
1767,"done writing, need food...hmmm....",0,1,1,0,1
1768,"shit spasms, 8 shots espresso today. da man ?? beauty school, come...right next criminal minds. happy face smiley",0,1,1,0,1
1769,find superhero use be. bring believe love silly boy it.,0,1,1,0,1
1770,"(breast cancer awareness question - colour bra wearing ?confusion colour. fan bras lately. stupid fb idea. really raise awareness unless also say hell !  stupid, stupid.",0,1,1,0,1
1771,awesome friend surprise-attacked present dark chocolate bacon bar...drool. best. moment. ever.,0,1,1,0,1
1772,"again, company night ruined physical ailment mine. fucking tired it.",0,1,1,0,1
1773,"wow, fresh air. crazy. good day sunshine, favourite star.",0,1,1,0,1
1774,"okay, sleep. dreaming bacon dark chocolate. mmmm....",0,1,1,0,1
1775,"something not...that grow up. god, stunning.",0,1,1,0,1
1776,okay. maybe sleep.,0,1,1,0,1
1777,pain bitch.,0,1,1,0,1
1778,got called work tomorrow. least run groups. bed early tonight.,0,1,1,0,1
1779,"wow tiring painful day. going set movie try relax. love beautiful friends family support awesomeness are. high five surgeon man gives hope less painful life. happy face smiley all. make happy, yes you.",0,1,1,0,1
1780,"awesome surgeon says try walking today goes well, work tomorrow !! yay !! going need money want try quit job focus jobs//opportunities. wish luck walking ! report back.",0,1,1,0,1
1781,ate nice happy cow filet red wine reduction. wish feet throbbing could really cook !! tomorrow shall throw down...my 12-in skillet me.,0,1,1,0,1
1782,surgery today. wait hospital. big fan surgery. hospitals feel like home me. calming chaos.,0,1,1,0,1
1783,reading amazing book called stranger strange land. listening loveline trying rest god-aweful full day tomorrow.,0,1,1,0,1
1784,"training, back til sunday. tired. pain. starbucks make better, know !",0,1,1,0,1
1785,"last day work. caught laughing something horrific last night. laughter cope, but...i wait laugh happy things again.",0,1,1,0,1
1786,clothes disappearing!!!! skeptical annoyed undecided uneasy hesitant,1,0,0,1,1
1787,e grossssssssssssss leave aloneee. disgustingg.,1,0,0,1,1
1788,great time yesterday! nice seeing everyone happy face smiley3,1,0,0,1,1
1789,italyyyyy,1,0,0,1,1
1790,lot bug bites italy skeptical annoyed undecided uneasy hesitant,1,0,0,1,1
1791,period cramps. skeptical annoyed undecided uneasy hesitant,1,0,0,1,1
1792,coming back america sooon happy face smiley,1,0,0,1,1
1793,hahaaaahahahahahaaaahahahahahahahhhaahhahahahahahahahhahahahahhahahahahahhahahahahhahaha.,1,0,0,1,1
1794,shame me. raetjgliajgtjajgaijglajweglkjajga,1,0,0,1,1
1795,needs big hug,1,0,0,1,1
1796,changed status. happpy?,1,0,0,1,1
1797,e,1,0,0,1,1
1798,meteor shower tonight! fml!!!!!!!!!,1,0,0,1,1
1799,happy birthday *propname*! mommy loves veryyyy muchhappy face smiley,1,0,0,1,1
1800,"boys like buses, miss one, next one coming!",1,0,0,1,1
1801,getting pimples! whyyyyyyyy skeptical annoyed undecided uneasy hesitant,1,0,0,1,1
1802,got home school flies unzipp whole time. oops?,1,0,0,1,1
1803,going break record!!!!!!!!!!!,1,0,0,1,1
1804,sometimes think *propname* bikers asking get hit car!,1,0,0,1,1
1805,motherfucking fall asleep.,1,0,0,1,1
1806,motherfucker think is!!! ajkjsgksjgewl,1,0,0,1,1
1807,gloomy cold weather today. kind like it. happy face smiley,1,0,0,1,1
1808,"quarter ends, definitely break record...ahahahhaha *propname*.",1,0,0,1,1
1809,omg. shoot me.,1,0,0,1,1
1810,"fortune cookie told ""you wife happy life together"" wife? always thought would married guy? fml!",1,0,0,1,1
1811,mmmm beeen feeling quite happpy happy face smileyconfusionconfusionconfusion,1,0,0,1,1
1812,last night was. lol.,1,0,0,1,1
1813,"ugly tired looking finalsss, doneee happy face smiley",1,0,0,1,1
1814,fucking best. happy face smiley,1,0,0,1,1
1815,sold back school books $138.75! happy face smiley,1,0,0,1,1
1816,weather sooo awesome!,1,0,0,1,1
1817,hate phillip shing bing long bong shalong ma!,1,0,0,1,1
1818,sooo many sidedishes like korean food.,1,0,0,1,1
1819,"lion never cheat wife, tiger wood. lol.",1,0,0,1,1
1820,"every kiss begins ""k"" every ugly begins ""you""",1,0,0,1,1
1821,nothing gives better night sleep nyquil happy face smiley,1,0,0,1,1
1822,water right now.,0,1,1,0,1
1823,ecco la marcia ...la marcia marcia arcia cia a...,0,1,1,0,1
1824,watched der rosenkavalier first time oh god,0,1,1,0,1
1825,*propname*... sadness *propname* too?,0,1,1,0,1
1826,iturbi,0,1,1,0,1
1827,"*propname*, like aimed left funny.",0,1,1,0,1
1828,saw corialanus globe today. dido?,0,1,1,0,1
1829,anyone know good recording l'elisir d'amore? everything listened far sort crap crap crap una furtiva lagrima crap crap crap crap crap. know hit song god recording good whole unit anywher,0,1,1,0,1
1830,finished steppenwolf. everybody.,0,1,1,0,1
1831,"watched *propname* *propname*, something forced revise previous low opinion him. great! right philip langridge *propname*, understand weird say seeing came first all. sti",0,1,1,0,1
1832,1. campus housing etongue sticking cheeky playful blowing raspberryensive. 2. fat sugar house life possible. 3. many stupid looking dogs many stupid looking dogs,0,1,1,0,1
1833,"oh huh, 4th july weekend coming up? probably best time try coming up...",0,1,1,0,1
1834,"""*propname* teaches trying?"" *propname*, sometimes ceaseless effort provide slightly depressing take various topics, come bit stretch.",0,1,1,0,1
1835,"hi chicago,",0,1,1,0,1
1836,"saw thirst. dark got out, myself, jogged part way home. hell know why...scary would really word movie think...",0,1,1,0,1
1837,well work,0,1,1,0,1
1838,"oh right, diction exam tomorrow. huh.",0,1,1,0,1
1839,"*propname* convincing king *propname*? wow... mean good all, sure know one source reviews ignore",0,1,1,0,1
1840,"wow, *propname* small.",0,1,1,0,1
1841,"hahahha mad men. ""you sing."" ""take back...i quit tigertones mono."" ""i high right now."" hahaahaha",0,1,1,0,1
1842,"months failure, going try come la day everybody disappears. thinking friday?",0,1,1,0,1
1843,novelists sure like suburbs,0,1,1,0,1
1844,dead like fun concept executed so...disappointingly.,0,1,1,0,1
1845,yes yes fun thing....,0,1,1,0,1
1846,going eating various kinds wraps every meal now.,0,1,1,0,1
1847,"refrigerator: ""drrrrrr"" lights: ""flicker...""",0,1,1,0,1
1848,"okay, songs bass//low baritone orchestra: songs dances death vagabond le bal masque old american songs ich habe genug ravel ibert quixote cycles mozart concert arias else?",0,1,1,0,1
1849,"first thought ""wow, everybody birthdays once...what coincidence!"" remembered profiles made threepenny...",0,1,1,0,1
1850,wishes people could agree one perfect technique done it!,0,1,1,0,1
1851,slept much last night,0,1,1,0,1
1852,"woah, tough day! go go go regroup dominate ahhhhh",0,1,1,0,1
1853,surprising much better *propname* makes everything,0,1,1,0,1
1854,"loop opera: it vowels, subsidized foreign f***ing vowels. hahahahaha",0,1,1,0,1
1855,hmm...it might finally time get coat.,0,1,1,0,1
1856,"feels pretty ooky, going try power sing everything tomorrow anyway. good idea? let us watch!",0,1,1,0,1
1857,"every time log something see one checkboxes next words ""remember me,"" help think - ever briefly - ""but ahhhhh, for-r-ge-et faaate.""",0,1,1,0,1
1858,student tickets opening night lyric opera! hmm... unmissable tomorrow going be? thinking may go anyway.,0,1,1,0,1
1859,"wow, major insomnia attack. might nocturnal weekend.",0,1,1,0,1
1860,stupid light vegetable noodle soup worst soup heard flavor bet never even heard gym,0,1,1,0,1
1861,hmm far reasonable go get hard find arrangement really want?,0,1,1,0,1
1862,"""what mind?"" summer programmmms",0,1,1,0,1
1863,glerc blech hack hakk kkrrr,0,1,1,0,1
1864,ugg calling sick surprising amount work,0,1,1,0,1
1865,"bird, plane, birdplane",0,1,1,0,1
1866,god even look nfcs. confused enough is!,0,1,1,0,1
1867,oh god rice cookers incredible,0,1,1,0,1
1868,"""the eternal passion stretches apart"" ---> ""the eternal puhsshuun stroechuuz muh apoooooohh!"" music *propname*. revisions brought letter f.",0,1,1,0,1
1869,*propname* *propname* dr. *propname*'s *propname* songs? eeeeeeeeeeeeeeeeeeeeee!,0,1,1,0,1
1870,anyone else spend waaay much time worrying aria start audition with? irrelevant point stupid? grrrrrr,0,1,1,0,1
1871,blown away schumann symphony...what? know believe anymore...,0,1,1,0,1
1872,oww back...today like 70 something,0,1,1,0,1
1873,lost hour scramble packing. people getting high scores? ahhhh,0,1,1,0,1
1874,happy! dum duh duh da dadadada dm dm dm dm,0,1,1,0,1
1875,haha *propname* montage talking great leader really nice person juxtaposing clips jerk... perfect! still one guys rooting though.,0,1,1,0,1
1876,ahhhhhhhhhhhhhhhhhhhhh go go go go go,0,1,1,0,1
1877,serious hans hotter kick right now...recovery uncertain...,0,1,1,0,1
1878,[h?-lo? ?-v??-ba-di hau a? ju],0,1,1,0,1
1879,pretty amazing many hours required organize presentation going last twenty minutes. would much simpler could call haydn witness.,0,1,1,0,1
1880,"finally went grocery shopping. picked small piece raclette, knowing was, wanted something put crackers. turns supposed melted flame special grill immediately scraped onto kind bread. whyyyy get difficult cheese? putting right pan toasting somehow work? guess see!",0,1,1,0,1
1881,streeterville? wrigleyville? printer's row?,0,1,1,0,1
1882,ate ton sugar woaaahhh... explain ripped?,0,1,1,0,1
1883,hungry got food cold want go get it! instead plan put safety dance repeat. yes yes fed power dance strange medieval town,0,1,1,0,1
1884,"realized today idea eggnog, looked up, secretly expecting find made something horrible. actually made far wonderful ingredients ever could imagined!",0,1,1,0,1
1885,"huge baby wisdom teeth years ago. splayed couch whining constantly. sister, however, today treated like nothing!",0,1,1,0,1
1886,"airplane time soon, vehicle flies, important right now. hahahahahah...hahah...",0,1,1,0,1
1887,reading rainbow cancelled? noooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,0,1,1,0,1
1888,time get final wisdom tooth frown sad andry pouting,0,1,1,0,1
1889,rain everywhere???,0,1,1,0,1
1890,passed three entrance exams theory history yessss,0,1,1,0,1
1891,visiting la tuesday!,0,1,1,0,1
1892,"competition, went zoo. zoo. talked animals. ""oh god, look you! tiny! haha frog! oh wow high five frog.""",0,1,1,0,1
1893,perfectly noctural today. sleep schedule worst ever ever! ugggggggggg...,0,1,1,0,1
1894,hooo...this semester...am right guys? wild!,0,1,1,0,1
1895,"wow, *propname*...i never heard anything quite like person! search similar sounds led *propname*, productive post-concert internet session. cool",0,1,1,0,1
1896,dreamed mob kidnapped forcing host toothpaste infomercial. draw toothpaste used athletes olympics. kept getting names locations wrong nobody told were. burly guy suit getting pretty upset stopping much. roof reason. set looked suspiciously like backyard. huh.,0,1,1,0,1
1897,cooked shiitake mushrooms first time today. smelly!,0,1,1,0,1
1898,oh god house! laughing big grin laugh glasses,0,1,1,0,1
1899,wild things looks soooo good!,0,1,1,0,1
1900,"terrorist-underprivilegeds bombed three hoverports, scared angry, newsfeed says. sky empty quiet beautiful.",0,1,1,0,1
1901,"went class, realized never printed essay, made mad dash back print out, continued said mad dash back armory. eesh.",0,1,1,0,1
1902,dyed hair happy face smiley,0,1,1,0,1
1903,recieved electric kool-aid acid test mail today laughing big grin laugh glasses,0,1,1,0,1
1904,going go play boston piano happy face smiley,0,1,1,0,1
1905,power past 2 hours..man bored.....,0,1,1,0,1
1906,"poor farrah, poor michael =[",0,1,1,0,1
1907,wearing listening less jake happy face smiley happy face smiley,0,1,1,0,1
1908,going warped tomorrow! laughing big grin laugh glasses laughing big grin laugh glasses (close one!confusion gah! happy happy face smiley,0,1,1,0,1
1909,loves snl. going marry bill hader happy face smiley,0,1,1,0,1
1910,got house tonight finally happy face smiley grand time. better start happening often.,0,1,1,0,1
1911,needs something witty put status.,0,1,1,0,1
1912,woke morning arms asleep. unpleasant.,0,1,1,0,1
1913,"""so judge actions. maybe scared enough wake walking dream state""",0,1,1,0,1
1914,statues town came life. would watching long enough know move.,0,1,1,0,1
1915,could listen l.a.x. big kids table hundred times row hahaa,0,1,1,0,1
1916,movies happy face smiley,0,1,1,0,1
1917,glass passenger happy face smiley,0,1,1,0,1
1918,--it postsecret sunday everyone!,0,1,1,0,1
1919,"contacts finally, long time coming. quite nice see",0,1,1,0,1
1920,"do: raise lambs alps and, turn, become german shepherd.",0,1,1,0,1
1921,17 soups hot plate,0,1,1,0,1
1922,found long lost third eye blind cd!,0,1,1,0,1
1923,likes pina coladas getting caught rain,0,1,1,0,1
1924,perseids tonight!...though accompanied bright moon. skeptical annoyed undecided uneasy hesitant still excited! happy face smiley,0,1,1,0,1
1925,"quad day, got fantastic posters, donated blood...productive day.",0,1,1,0,1
1926,anxious house start september,0,1,1,0,1
1927,"moved yesterday, got victoria moved today, just..hangin out. room sweet room. outdoor concert comedy tonight? yay!",0,1,1,0,1
1928,back late nighter get hypnotized =[ hungry...,0,1,1,0,1
1929,id card found! laughing big grin laugh glasses,0,1,1,0,1
1930,moves day tomorrow,0,1,1,0,1
1931,shot moon!,0,1,1,0,1
1932,last day work tomorrow... going long one =[,0,1,1,0,1
1933,hey everyone! wicked gang streetlight manifesto!,0,1,1,0,1
1934,got caught rain skeptical annoyed undecided uneasy hesitant,0,1,1,0,1
1935,wants take rorschach test...,0,1,1,0,1
1936,cuz lately dreamin point sleepin? night got nowhere hide.  --love jack's mannequin happy face smiley,0,1,1,0,1
1937,lost bromley id again... probably lucky get back time.  darn shallow pockets!,0,1,1,0,1
1938,bought mod podge. going collage things. rather excited.,0,1,1,0,1
1939,"""when look annoyed time, people think busy.""",0,1,1,0,1
1940,going football game shiloh tomorrow happy face smiley haha yay,0,1,1,0,1
1941,misses writing much used to. needs journal.,0,1,1,0,1
1942,totally saw guy neck brace looks ways crossing street today. hahaa made day bit,0,1,1,0,1
1943,"""my son got devry."" ""what do, open door?""",0,1,1,0,1
1944,rainy sun shiny warm beautiful happy face smiley but...its stopping.. sigh.,0,1,1,0,1
1945,nothing (of interestconfusion do.,0,1,1,0,1
1946,nothing writing. sit typewriter open vein.,0,1,1,0,1
1947,bah. always happens. ah well. thinking making blueberry muffins.,0,1,1,0,1
1948,call someone speaks one language? polyglot. call someone speaks one language? american.,0,1,1,0,1
1949,cinnamon toast crunch =[,0,1,1,0,1
1950,needs new camera =[,0,1,1,0,1
1951,pasta criminal minds marathon putting reading,0,1,1,0,1
1952,warped tour fantastic happy face smiley,0,1,1,0,1
1953,"bored, tired, work tomorrow next two days done happy face smiley 6ish days move in. delightful!",0,1,1,0,1
1954,....lost bromley id. already. curse absent mind.,0,1,1,0,1
1955,robot chicken!,0,1,1,0,1
1956,world might end tonight!,0,1,1,0,1
1957,know cool? project runwayers making clothing newspaper.,0,1,1,0,1
1958,"get business...curse you, homework.",0,1,1,0,1
1959,may well try catch wind. dee dee dee dee dee....,0,1,1,0,1
1960,snl tonight happy face smiley,0,1,1,0,1
1961,sick skeptical annoyed undecided uneasy hesitant,0,1,1,0,1
1962,tired irritated. almost time green tea robot chicken! hope get stupid bromley id tomorrow.,0,1,1,0,1
1963,drew blank...and put frame.,0,1,1,0,1
1964,"""uh, ask hair, *propname*.""   ""you asked eyes, *propname*. asked eyes.""",0,1,1,0,1
1965,jimmy fallon one heck seinfeld impersonation,0,1,1,0,1
1966,"love people misinterpret brutally depressing songs. like born usa, happy birthday.",0,1,1,0,1
1967,played freecell today man should.,0,1,1,0,1
1968,*propname*'s leno happy face smiley,0,1,1,0,1
1969,"2 classes, quiz fail, long-awaited nap, maybe dinner feel like getting up.",0,1,1,0,1
1970,feels absolutely great laughing big grin laugh glasses,0,1,1,0,1
1971,back doctor many many meds,0,1,1,0,1
1972,"still practically deaf right ear two weeks... getting old, say. unpleasant.",0,1,1,0,1
1973,"head,,dance dance dance til dead",0,1,1,0,1
1974,"still, would mind punching something.",0,1,1,0,1
1975,"i, shy",0,1,1,0,1
1976,"got books today. rather excited intro poetry. read sylvia plath edwin arlington robinson way home happy face smiley also, got glasses today. sure feel them. wear way home",0,1,1,0,1
1977,"house! house everyone, house!",0,1,1,0,1
1978,zooey deschanel death cab cutie front man ben gibbard got married laughing big grin laugh glasses cuuute,0,1,1,0,1
1979,paper done 20 minutes spare. poptart time.,0,1,1,0,1
1980,dakota fanning's getting beat robot chicken heh hehh..excellent.,0,1,1,0,1
1981,get enough glass passenger,0,1,1,0,1
1982,"""fumbles"". always ""fumbles"".",0,1,1,0,1
1983,meh. forgotten test morning.,0,1,1,0,1
1984,nancy drew.,0,1,1,0,1
1985,got two pairs cartilage piercings today happy face smiley,0,1,1,0,1
1986,going play piano!,0,1,1,0,1
1987,excellent other!,0,1,1,0,1
1988,10 hour workday? boo.,0,1,1,0,1
1989,"consumed many cough drops late, making wrapper bracelet too.",0,1,1,0,1
1990,"ah, love first sight. see someone beautiful forget you.",0,1,1,0,1
1991,found mad world sheet music happy face smiley,0,1,1,0,1
1992,"man sold kidney $20,000...sounds like plan",0,1,1,0,1
1993,"laptop finally came, woop. purple. lovely.",0,1,1,0,1
1994,500 days summer good laughing big grin laugh glasses,0,1,1,0,1
1995,courage cowardly dog on!,0,1,1,0,1
1996,"one class, dr's appointment (hearing improved!confusion, missing house midterm tonight =[",0,1,1,0,1
1997,watchin benny joon happy face smiley,0,1,1,0,1
1998,9am class tomorrow cancelled. huzzah!,0,1,1,0,1
1999,sent postcard postsecret yesterday happy face smiley,0,1,1,0,1
2000,ears sore haha. worth it! nothing tube.... continue study tmrs psych midterm momentarily skeptical annoyed undecided uneasy hesitant meh.,0,1,1,0,1
2001,wants able put wild things commercials ipod watch allthetime happy face smiley,0,1,1,0,1
2002,watching robot chicken. aliive!,0,1,1,0,1
2003,mean everyone listen viva discordia handsome devil. now.,0,1,1,0,1
2004,criminal minds!,0,1,1,0,1
2005,feels poorly midterm; starts third psych class tmr; needs create ipod playlists; preoccupied.,0,1,1,0,1
2006,gets sleep tomorrow! kind disappointed classes canceled except one skeptical annoyed undecided uneasy hesitant would mind whole day off.,0,1,1,0,1
2007,"paper due tomorrow. start bit, think. would helped read anything point. ah well!",0,1,1,0,1
2008,downloading wilco watching third rock sun!,0,1,1,0,1
2009,"always known would bank robber. judge want, ladies gentlemen. never become astronaut.",0,1,1,0,1
2010,crowd surfed *propname* *propname*! laughing big grin laugh glasses,0,1,1,0,1
2011,bet five dollars would drown. bittersweet victory.,0,1,1,0,1
2012,"overpopulation accelerate need walled cities keep hungry, swarming, insane masses. scrape dig walls like bug eyed mole men. say catastrophe. say, fuck yes.",0,1,1,0,1
2013,jai guru deva om... nothing's going change world.,0,1,1,0,1
2014,err:520,0,1,1,0,1
2015,rocking casbah.,0,1,1,0,1
2016,house!,0,1,1,0,1
2017,updating facebook status.,0,1,1,0,1
2018,brunch!,0,1,1,0,1
2019,needs another project. needs chain.,0,1,1,0,1
2020,"loves you, yeah yeah yeah.",0,1,1,0,1
2021,....curse internet and//or computer. whichever one currently sucking screwing facebook. screwing everything!,0,1,1,0,1
2022,"looking personality type. luke skywalker, gandhi, adam sandler, among others. pleased.",0,1,1,0,1
2023,sabrina teenage witch on! seen years! laughing big grin laugh glasses really takes back...,0,1,1,0,1
2024,"beautiful, sir. hope interesting, too. read? think read? specifically told agency wanted someone thinks reads.",0,1,1,0,1
2025,might well walkin sun,0,1,1,0,1
2026,"""the verdict falls like bachelors bad-luck girls""",0,1,1,0,1
2027,"ten-ton truck kills us - die side, well, pleasure, privilege mine.",0,1,1,0,1
2028,finished rough draft explication mill.   *propname* spectacular!,0,1,1,0,1
2029,"""it radioactive,"" doctor said, ""it brown recluse spider."" ""fuck that,"" said, ""my spidey sense tingling!"" ""that nerve damage,"" said.",0,1,1,0,1
2030,interesting man world always eat soup. does. prefers cream mushroom.,0,1,1,0,1
2031,hug vegetarian day!,0,1,1,0,1
2032,"mean seem disrespectful, officer. god damn, want like three you.",0,1,1,0,1
2033,new snl!,0,1,1,0,1
2034,one loving wind,0,1,1,0,1
2035,also got back seeing chief dance.,0,1,1,0,1
2036,needs something tomorrow//wednesday afternoon.. wana around fire code inspections.,0,1,1,0,1
2037,slept like nobody's business today. makin biscuits.,0,1,1,0,1
2038,making coolest bracelet ever.,0,1,1,0,1
2039,"got troubled thoughts self esteem match. catch, catch. -- music video delightful happy face smiley",0,1,1,0,1
2040,"check time boy, check time",0,1,1,0,1
2041,*propname*. yes!,0,1,1,0,1
2042,watching snl laughing big grin laugh glasses,0,1,1,0,1
2043,superfastinternet beautiful.,0,1,1,0,1
2044,"""every generation socially-conscious youth: flappers, beatniks, hippies, punks... today hipsters, instead contributing largely social because, bunch pretentious pricks.""",0,1,1,0,1
2045,"nap, two classes, headed home.",0,1,1,0,1
2046,"teenage dirtbag, baby. yeah teenage dirtbag baby. listen iron maiden, baby, me. ooohoooooo.. laughing big grin laugh glasses",0,1,1,0,1
2047,truth beauty wonderful words. shrapnel shrapnel. end day alone things done.,0,1,1,0,1
